Comment,FilePrefix
소름 노래 전부 마음 심지어 노래 중 절반 정도 내 전 플레이 리스트 항상 노래,ISFJ
처리 번 함 건 안함 사람 한번 사람 때 일 해결 옴 뭔가 일 도전 계기 별로 겉 호응 해주 속 가지 생각 마음속 대략 평가 완료 남 피 극도 뭘 부탁 혼자 가끔 교류 소수 친구 불알 친구 선 친구 우유부단 말 눈물 서러움 연애 말 상대방 요구 말 사람 무조건 함 사람 헌신 사람 바라봄 사랑 마음 손절 경우 사이 칼 어디 본인 함 연애 상대방 푹 감성 사랑 점점 성적 변 해감 말 호불호 말함 이건 이성 매력 더 이상 뜻 너 선택 따위 주지 의미 말 못 함 개인 특징,ISFJ
제 남자 객관 나 주로 자신 관련 예 밤 술 취해 땅바닥 사람 도움 사람 속 생각 도움 사람 직접 자신 도움 요청 생각 만약 친구 지인 가족 등 도움 돈 거만 해결 때 고함 내 해결 경우 최대한 도울 수 때 해결 때 다른 신경 해결 브앤 테이크 상대방 뭔가 형태 로 뭔가 고함 대신 내 사람 정보 정보 뭔가 시 손절함 다른 경우 도움 뭔가 상대방 그거 뭔가 소정 음료수 걸 사주면 사람 뭐 생각 노력 함 호불호 호 쪽 노래 경우 하루 종일 계속 음식 한번 곳 국밥 치면 국밥 집 감 불호 쪽 만약 가수 개그맨 등 범죄 불호 행동 가성 올리브영 가면 할인 행사 상품 폰 상품 평 가격 인터넷 살 경우 배송비 시간 때 합리 생각 삼 집 돌이 임 집 인스타 뭔가 유행 그거 집 주변 판단 바로 만약 우리 내 옆 정도 거기 판매 정보 옴 거리 옴 시간 가면 후회 함 선호 함 대다수 만날 때 선호 함 대다수 빨림 주로 사람 표정 전체 분위기 보고 기분 파악 다수 다수 사람 하나 하나 신경 토론 논쟁 개인 내 사람 토론 논쟁 말 싸움 카톡 우보 보기 만하 다가 다시 기분 다른 관심사 편임 대신 나하 관련 커뮤 게임 등 토론 논쟁 꿀잼 구경 함 후 처음 자리 말 첨 정도 세상 텐션 임 집 감정 표현 집 엄마 장난 때 감정 표현 제일 표 함 집 밖 편임 어른 말 어른 뿐 사람 들보 태세 사람 파악 때 인사 배려 경우 완벽주의자 만약 과제 업무 누군가 때 새벽 밤 고함 대신 하루 분량 계획 시간 다음 날 다시 함 대신 누군가 내 직접 뭔가 하자 생각 계획 편임 꼭 피 사람 나 혼자 생각 주로 계획 수정 여러 편임 계산 시간 투자 마무리 끝 중간 포기 경우 예 포켓몬빵 치면 수집 처음 열정 내 마트 이건 굳이 가성 비 점점 새벽 생각 경우 주로 인간 태초 악 나 돈 앞 내 집 로또 당첨 뭐 생각 함 한번 생각 가지 발표 어디 앞 내 생각 말 극도 리더 책임감 연결 내 리더 남 지시 상황 일이 피함 또 관심 내 뭔가 칭찬 은근 기억 관심 사람 옛날 말 거 기억 경우 대신 상대방 거 기억 티 상대방 사이 사람 대한 정보 머리 속 편임 뭔가 정리 정보 메모장 카카오 톡 나 쓰기 등 활용 함 지금 메모장 가끔 내 성격 를 그대로 잠수 나 혼자 동굴 친구 지인 톡,ISFJ
댓글 보고 완전 나라고 생각 맘 인스타 스토리 그냥 뭔가 바로 특징,ISFJ
인 중 중 인 정의 함 은근 관심 혼자 시간 꼭 또 귀차니 라 수 최대한 대충 또 완벽 주의 스스로 생각 말 내 가끔 내 이중인격 감정 기복 은근 내 사람,ISFJ
마음속 곳 움 래서 마음 사람 기회 주어 기대 사람 남 나 스스로 나 사람 선 악 공존 균형 유지 퍼즐 사람 믿음 보답,ISFJ
프제 모두 일만 란 생각,ISFJ
말 다른사람 시선 신경 말 때 계획 하루 일기 적기 뭔가 무조건 메모 사람 기대 외향 활동 말 진짜 혼자 시간 가장 먼저 연락 진짜 안함,ISFJ
나 런가 추억,ISFJ
이불 퀵 이불퀵 안 일 대한 혼잣말 함 왜 말로 하루 종일 다른 무슨 일 혼자 때,ISFJ
누가 나 기도 생각,ISFJ
본인 엣팁 울 엄마 프제 임 진짜 수 거지 사람 전혀 이해 진짜 프제 절대,ISFJ
계획 논리 정각 공부 달 주 자격증 토익 공부 공부 시작,ISFJ
상처 항상 친구 놀때 줌 안 마음 속 욕함 모두 프제 제 특징 말 다모 수,ISFJ
기와 안달 봉 오지 중,ISFJ
준 만큼 스트레스 본인 더 애정 듯 생각 남 당사자 생각 티,ISFJ
프제 인 프제 친구 진짜 기여 움 완전 고양이 기전 아이 스윗 사람 손 왤케 손 뭐 젓가락 트렸 때 친구 걔 급식 실 글케 살 세상 너 때 나 안 움 남 식 본인 만 느낌 걱정 정도 문제 제 잇프피 둘 선택 장애 다수 의견 사람 넌 뭐 큐 더 나선 자기 얘기 뭐 뎅 말 거 느낌 선톡 편이 연락 단점 진짜 세상 사람 사람 임 거의 뒤 옆 사진 별로 잡고 사진 거의 걔 걔 학기 후반 사진 별로 슬픔 성격 문제 난 선톡 말 난 말 너 뭐 난 진짜,ISFJ
프제 특징 제 주관 생각 남 자기 거 움 가방 때 번은 가방 문 확인 함 자기 성격 막상 젤 생각 입밖 친구 기분 행동 맘 상한 거 티 머릿속 친구 머리 죽창 생각 중 가끔 사람 상식 척 사랑 악 오타 지적 댓글 안달 아주 티 여러분 여러분 댓글 안 절 지지 방긋,ISFJ
매우 주관 프제 특징 본인 프제 친구 약속 순간 제일 어제 엔프피 친구 약속 시간 초반 존나 엔프피 줄 보고 화요일 날 초콜릿 사과 생각 임 잘못 내 상대방 결론 항상 남 잘못 자신 잘못 봄 본인 프제 로서 항상 난 호구 생각 역시 호구 최대한 자기 이익 노력 사실 남 더 퍼줌 또 퍼줌 거절 등등 진짜 사람 한정 함 사실 수 때 최대한 기간 안 제출 꼭 함 사람 처음 때 속 평가 예상 오지 함 쟤 쟤 나 쟤 왜 등등 의심 진짜 뒷담화 진짜 담 대상 모두 인정 사람 이면 경우 담 자리 최대한 피함 엄마 다른 사람 담 하루 관심 처음 나 사람 명 게 예전 프제 자기 자신 엠비티아이 관심 요새 유형 손 절치 경우 사람 상대방 최대한 상처 주지 노력 함 사실 그냥 엠비티아이 과 몰입 일지 상대방 화 내지 그냥 조온나 집 혼자 분노 울 지랄 함 자존감 강 강약 약 건 내 주변 사람 건 개 땐 분노 조절 인생 인간관계 대한 스트레스 제일 생각 번 정도 함 새끼 손절 생각 번 정도 함 손절 사실 이건 친구 계속 관계 유지 경우 더 이상 볼 사람 바로 손절 주변 눈치 진짜 봄 사람 사람 기억 경향 예 사람 사람 공부 사람 등등 승부 욕 강하 승부 욕 싸움 바로 상대방 승리 줌 낯 먼저 말 거 거 또 정적 상황 진짜 먼저 말 걺 질문 대화 끝 남 실제 프제 프제 서로 질문 대화 뚝 실제 봄 앞 말 정적 진짜 옆 대화 주도 말 사람 진짜 본인 엔프피 진짜 상대방 어디 때 본인 감동 강아지 졸졸 밖 속 진짜 욕 확률 집 순이 막상 제일 놂 사람 진짜 목숨 수 기브 앤 테이크 중시 함 내 기브 상황 번 정도 내 기브 상황 진짜 완전 절대 못 참고 나중 줌 분위기 진짜 외향 친구 완전 얘 짐 걱정 함 머릿속 생각 망상 전부 남 생각 짓 쟤 등등 친구 성격 진짜 거 습관 저절로 가족 제일 여기 행동 제일 함 먼저 진짜 제발 개인 영역 침해 함 막 본인 폰 노트 함부로 보고 진짜 정 가식 사람 진짜 사실 본인 제일 가식 프제 보 나 안착 프제 내 프제 나 안착 생각 사람 내 첫인상 너 공부 거 거 함 지금 그냥 또 라이 속 처럼 생각 막상 닥치 내 몸 처럼 반응 함 겉모습 겉 속 존나 여리고 존나 고민 상담 때 이건 그냥 얘 나 고민 상담 친구 잘못 생각 밖 전화 진짜 제발 전화 카톡 방해 금지 모드 켜 주변 사람 정작 진짜 친구 생각 사람 명 상대 따라서 가면 이건 진짜 이유 상대 내 더 짐 내 상대 배려 임 새벽 감성 노래 힐링 함 실제 막 감성 이진 또 감성 상대방 내 감동 진짜 친구 정말 시간 진짜 진짜 친구 임 꼭 일 꼭 함 약속 중요시 여기 지킴 책임감 리더 함 자신 책임감 때문 스트레스 관심 주목 진짜 극혐함 발표 공포증 발표 전 시뮬레이션 번 막상 망치 후회 함 숙제 쌤 눈치 개 그냥 척 경우 대부분 번 사람 사람 절대 생각 항상 때문 얼마나 문제 풀다 생기 알람 검색 해 나중 알람 검색 또 알람 나중 검색 경우 생각 생각 거짓말 침 첫인상 보고 사람 판단 경향 처음 별로 사람 그냥 끝 별로 임 첫인상 보고 별로 생각 사람 실제 도 별로 임 사람 분석 내 자신 항상 속 자기 자신 욕 함 칭찬 밖 진짜 속 하루 종일 생각 함 내일 계획 머릿속 해 아침 일어나서 양치 모든 사람 사람 짝사랑 때 짝사랑 상대방 주위 티 안나 줌 정말 티 안나 상대방 모름 그게 문제 진짜 경우 얘기 절 때 안 함 진짜 경우 도 얘기 그냥 안 함 닥치 자기 혼자 끙끙 해결 편임 프제 당신 고민 상담 꼭 경청 프제 진짜 당신 얘기 확률 당신 장난 프제 전 님 절때 얘기 별 팀 주변 아무 사람 자신 스트레스 반장 함 남 얘기 경청 리액션 자판기 임 인간관계 대해 하루 종일 걱정 삶 편 만약 내 수 경우 존나 현실 무조건 경험 의지 편 노래 별로 노래 별로 임 노래 꽃히 하루 종일 때 연애 때 상대방 외모 중 단 만 보고 진짜 사람 내면 임 그냥 마냥 사람 매력 호불호 진짜 줏대 융통성 꽤 생각 함 글 지금 댓글 고민 중임,ISFJ
프제 엔플라잉 쉼표 노래 감성 자신 제 맘 이해 노래 진짜 위로 다른 노래 감성 위로 엔플라잉 노래 정말 느낌 꼭,ISFJ
일 뒤 사람 여럿 이면 긴장 머릿속 고토,ISFJ
프제 전부 댓글 수정 거 존나 귀 워,ISFJ
개인 어쿠스틱 팝송 건 비트 조금 선호 함 규칙 중요시 뭐 하나 실수 거나 어기 걱정 친구 무슨 일 생기 위로 건 또 공감 대부분 기분 일 크게 티 안 그냥 살짝 눈치 거 때 형식 정리 또 거 때 개인 내 생각 식 상대방 의견 존중 듯 말 추가 내 의견 전달 이기주의 신경 남 시선 진짜진짜 신경 중 인 인 중 번 끝 기분 하락 기분 안 또 금방 풀림 나 내 때 정해진 항상 시도 거 더 사람 거 로움 면 부탁 함 평화주의자 갈등 애초 일 안 함 심리 테스트 유형 특징 함 거 공감 줌,ISFJ
땐 완벽주의자 일 땐 남 신경안 일 집중 모먼트 은 일 함 눈치 빨 척 눈치 핀잔 줌 남 시선 이야기 사람 이해 먼저 사람 이면 제 마음 행동 함 평소 모습 사람 앞 마다 바로 눈물 말 속 보 말 싸움 항상 짐 항상 나 먼저 남 먼저 배려 함 인지 꼭 척 고 끼리 사람 이야기 사람 앞 티 나중 정도 손절함 예의 사람 말 번복 사람 나 부탁 사람 때 연락 사람 집착 사람 거 정말 먼저 남 욕 상대방 먼저 내 욕 끝 척 터 트리 손절함 이건 사람 기분 땐 함 번 아웃 땐 몇 날 일이 함 생기 누가 오늘 시 갑자기 보 프제 울보 호구,ISFJ
프제 가장 특징 그냥 거절,ISFJ
낯 친화력 사실 영악 공감 현실 땐 현실 완벽주의자 알 수 모순,ISFJ
집 날 무조건 하루 종일 함 멀리 박 여행 달전 계획 짐 시작,ISFJ
프제 본인 선 상대방 생각 수도 프제 입장,ISFJ
감성 감정 조언 폭팔 일 현실 조언 살짝 듯 문제 해결 상황 현실 문제 처리 선 문제 처리 때 피해 사람 또 욕 진짜 안 욕 술술 술,ISFJ
창의력 부족 말 마음속 생각 하나 내 의견 별로 생각 땜 표 출하,ISFJ
사람 뭔가 때 나 성격 안 뭐 성격 보이 좀 내 사람 진짜 금방 마음 사람 일부러 좀 거리 자기 선 진짜 몇번 그냥 나 혼자 좀 이상 끝임 더 이상 기회 따윈 약속 파토 개 난 쯤 준비 갑자기 약속 못 진짜 난 나 혼자 뭐 생각 연락 움 뭐 스토리 답장 하나 다시 안 그냥 굳이 느낌,ISFJ
여기 댓글 개 공감 함 프제 찬 구들 쟁겨 내 뭘 아무 말 때 그게 가끔 해 내 너 모모 눈치 빨 친구,ISFJ
내 얘기 편이 쪽임 친구 내 얘기 좀 하라 함 처음 시간 사람 다시 어려움 진짜 새사람 게 더 듯 상대방 날 대하 스스럼 대하 진짜 낯 중 인 인 중 인정 임,ISFJ
프제 특 기적 추억 리 마인드 거 함 사람 꼭꼭 자신 휴식시간 필요 속 굳이 때 잔걱정,ISFJ
사람 먼저 못 안 생각 때문 혼자 걱정 생각,ISFJ
음 하나 꼽자 만약 모임 대부분 성적 소규모 모임 성향 인원 소규모 의사소통 영향 반대 사람 대화 수록 대화 집중 특징 가지 처음 남 표정 모두 보이 상대 내적 인 기질,ISFJ
마음 상하 일 진심 사과 한마디 혼자 속 헤헤 헤 입가 미소,ISFJ
그냥 주목 관심 그게 내 사랑 사람 이면 더,ISFJ
뼛속 인프피 사람 프제 멋 완전 프제 이상형 어른 분 예의 상처 말 하나 안 사실 주변 프제 짝남 제 상처 정말 사람 도 시간 동안 상처 말 하나 못 욕 번 못 제 프제 먼저 말 항상 해주 일 먼저 선뜻 대화 기억 마나 프제 여러분 인프피 사랑 옆 표현 못 생각 정말 생각,ISFJ
롤 내 폿 이유 대한 명분 거인 듯,ISFJ
엠비티아이 검사 때 만 사람 장도연 엠비티아이 편 메모 아이디 비번 프제 특이 댓글 보고 그냥 완전 프제 자체 댓글 도움 사람 또 섣불리 고민 못 누구 명 손 밀면 당장 헌신 함 나 걸 수도 길 지하철역 외국인 커플 두 분 길 가운데 서서 지도 회화 실례 수도 먼저 용기 도저히 그냥 길 계속 뒤 집 기억 행복 나 남 상대 기억 상대 모습 에너지 말 선물 줄 맛 추억 사진 장 장 동영상 하나 하나 시간 추억 갤러리 사진 저장 공간 또 추억 회상 틈 갤러리 보고 인스타 스토리 추억 맘 에드 사진 관종 관심 막상 내 이야기 주인공 모두 관심 순간 눈 제대로 사람 관심 사람 관심 막상 먼저 말 먼저 말 예의 사람 극도 예의 기본 안 사람 친구 예의 기본 매너 안 손절 친구 처음 나 아무 의도 그냥 나라 존재 자체 예의 애정 표현 친구 내 멈저 이건 그냥 여자 도 뻑 간다 레즈 건 절대 친구 나중 죽 때 모장 정 말 활용 틈 메모장 기록 엄마 꽃 종류 친구 음식 요리 레시피 와이파이 비번 노트북 캡처 방법 페이스북 아이디 비번 등등 집 순이 집 돌이 단체 활동 를 대규모 집회 학교 다른 소속 운동회 등 빨리 거기 사람 막상 생각 가기 집 최고 인간관계 스트레스 나 안 친구 눈치 보고 때 머리 건 무조건 혼자 끙끙 거리 다가 해결 책 다시 노력 함 하하 눈치 여우 년 며칠 바로 여우 짓 때 진짜 소리 말로 진짜 남자 새끼 호군 사랑 주변 엣 프제 진짜 진짜 공부 결점 게다가 똑 해 내 주변 엣 프제 성격 엣프제 기운 생기 에너지 회복,ISFJ
감정 게 손해 생각 함 감정 게 성적 생각 기적 약 내 모습 못 보임 난 왜 자책 함,ISFJ
프제 식 남 피 거 진심 거 기억 함 메모장 생일 때 남 눈치 봄 내 약점 발표 진자 생략 다른 사람 걸 내 도움 때 무 뿌듯 비율 생각 먹음 햄버거 입 콜라 입 짜장면 입 단무지 입 식 친구 뭐 거 퍼 너 뭐 무 논리 빡빡 거 오디오 거 못 누굴 성격 듯 이해 노력 함 수도 걔 인생 상관 통일 상처 편 앞 티 내지 혼자 때 생각 함 셔틀 친한친구 앞담 담 걸 때 당시 존나 얘기 에어팟 집중 걔 날 봄 표정 집 길 존나 울음 집 티 내지 독서실 감 다음 날 시험 집중 종이 걔네 말 상처 또 누가 음식 맛 음 함 추임 절대 안 함 결정 나 한텐 온라인 쇼핑 임 오프라인 벌 시간 온라인 거 가격 후기 걸 맘껏 생각 수 무 행복 더 기억 안 무 구영,ISFJ
전화 공포증 전화 걸때 때 숨 한번 크게 쉬 마음 준비 편입 니,ISFJ
프제 상대방 성격 가면 가요 매번 남 기분 좌지우지 내 주가 타인 행동 에너지 모되 여지 껏 내 성격 인지도 자기 주관 사람과 환경 때 진짜 모습 사람 가족 남편 자신 그냥 내 그대로 사람 날 눈치 안보 일관 성격 그게 성격 고치,ISFJ
인 내 특징 사람 앞 선 말 존나 진짜 속 이야기 절대 안 함 내 고민 거 애기 절대 안 남 고민 이야기 사람 나 내 안 거 알 좀 기적 일 때 눈치 그냥 척 진짜 계획 중 하루 종일 계획 정도 게으름 땜 실행 먼저 연락 절대 안 함 애 내 먼저 전화 거 걸 못 멍 진짜 멍 아무 생각 혼자 자기계발 거 관심 거 은근 그게 과 집 순이 집 밖 또 막상 약속 제일 함 기적 약속 안 잡음 일주일 번 거 표현 내 마음속 말로 표현 안 해 거 거 쓰레기 거 절대 못 무단 횡단 절대 안 규칙 원칙 지킴 자기 확신 신념 선 그거 무시 사람 댓글 안 눈팅 함 가끔 정도 다수 소수 노 거 친 집 노 거 정말 싸움 평화주의자 눈물 혼자 드라마 유튜브 알고리즘 거 운 적 남 앞 절대로 울 기브 앤 테이크 생일 선물 무조건 사람 생일 때 줌 무슨 일 시작 시간 한번 시작 항상 함 어른 칭찬 어른 거,ISFJ
댓글 공감 혼자 씨익 중간 그냥 폰 옆 천장 노래 감상,ISFJ
인팁 내 짝사랑 특징 하라 말 함 수업 옴 시간 집중 움 욕 욕 인팁 욕 노력 중 선톡 안함 카톡 안함 뭔가 아기자기 거 애가 무채색 임 부끄럼 이탐 말투 움,ISFJ
계획 당일 날 취소 계획 귀차니즘,ISFJ
다른 유형 가끔 선 때 짚 프제 말 생각 다른사람 팁 공감 능력 본인 전혀 생각 함 선물 를 조금 함 이상 생각 친구 때 사부 거리 면서 제일 인터넷 조합 생각 처음 점점 친구 내 거 만인 감정 임 말 친 주관 유형 움 상처 때 제 주위 친구 데이터 매우 주관 부 수 혹시 다른 프제 생각 하나 보아 삭제,ISFJ
내적 손절 앞 척 론 가요,ISFJ
가끔 길가 다가 그대로 길 바닥 때,ISFJ
인프피 여친 프제 남친 특징 계획 걸 무지 생각 성격 안정 편이 다른 사람 영향 취향 무난 돈 인간관계 대한 생각 현실 가족 사이 영화 책 보고 감동 은근 낭만 모범생,ISFJ
연애 자꾸 내 의지 상관 생각 사람 목 스스로 나 때문 못 것음 그냥 남 연애 웹툰 소설 나 혼자 대고 이불 뻥뻥 기 연애 어케해,ISFJ
인 프제 프제 분 악의 여리고 상처 글자 다른 분 속 걸 계산 인간 인간 인 프제 달리 프제 속 세상 사람 법 살 수 사람 짱,ISFJ
예의 생각 함 친구 부모님 함 친구 나 간다 고하 무한 신뢰 친구 사고 애 허튼 친구 오지,ISFJ
뭐 하나 중간 과 몰입 전문가 남 관심 기승 최애 이야기 생일 광고 체크 막상 내 최애 걱정 말 행동 싸인 등 온갖 물레 션 봄 한번 나본 만약 나 곳 최애 또 못 난건 부터 생각 야근 출근 뭐 합법 콘서트 팬미팅 먼발치 혼자 콘서트장 남 때 남 꺄 때 꺄 함 혼자 혼잣말 외출 순간 에너지 시작 함 집 다시 충전 활동 에너지 핸드폰 베터리 더 혼자 뭐 사람 곳 혼자 뻘쭘하 진짜 목 칼 자존감 긴장도 편이 연습 땐 실전 연습 시험 수능 발표 등 실전 인간 동물 강아지 고양이 남 경쟁 남 뒤 원래 일도 누가 하라 갑자기 나 지금 침대 프레임 달 고민 중 못 가방 작년 보고 쇼핑 골 단위 더치페이 정 생각 함 내 사람 돈 번 중 번은 안 움 번 정도 성적 생각 때 생각 생각 어보 생각 내 선택 선택 자체 스트레스 직급 함 뭐 하나 내 그거 티 함 노제 티 중 플레이 리스트,ISFJ
프제 특징 댓글 적진 생각 막 정리 포기 함 거 댓글 나 역시 엠비티아이 짱 기행,ISFJ
내 를 이유 일단 나 프제 대한 특징 싹 감격 내 무슨 성격 인지도 글 보 정리 이해,ISFJ
뭔가 이도 도 랄,ISFJ
댓글 혼자 실실 우왕 중,ISFJ
친구 때 텐션 젤 사람 때 세상,ISFJ
추억 살 추억 죽음 추억 회상 진짜 현실 과거 더 생각 애 끼리 때 간 관종 또 라이 인 무리 무리 인 남 뭐 거의 생각 속 개 나 일수 돈 문제 민감 극도 계산 더치페이 경우 데 돈 자기 합리화 식 소비 간 남 눈치 개 식 소비 듯 거 과대 반장 후회 함 내 성격 속 계획 나 우상 꽤 고민 거 도전 거 자격증 거의 억지로 작 속 스타일 내 가장 순간 항상 과거 임 카톡 갑자기 답장 말실수 생각 카톡 분석 남 내 모습 신경 스트레스 실제 신경 도 생각 조차 안함 거절 못,ISFJ
생각 셀카,ISFJ
여기 댓글 공감 무조 타 남 눈 만만 일수 척임 속 은근 재고 함 내 시간 필요 개인 사정 친구 자취 한적 정말 스트레스 남 대신 나 프제 생활 패턴 사람 동거 정말 고문 생각 함 계획 게으름 이건 사람 난 계획 뭘 하든 가든 계획 습관 임 경우 인간관계 스트레스 맘 안 바로 때문 생각 주변 친구 이건 좀 단점 생각 다른사람 말 과정 스트레스 때문 아예 인간관계,ISFJ
편지 장편 기 일 나 아이 그냥,ISFJ
사랑 프제 개인 의견 일단 프제 내 알 프제 전부 넘사벽 신임 약간 또 라이 틈 모 완벽 주의 랄 몬 알 리액션 행동 움 서로 함 연락 연락 향 면서 향 범생 공부 진짜 노력 파 감성 하트 계획 걸 하드 구 거의 엣 앗 당황 감탄사 연발 진짜 인간관계 선 걸 뭔가 엣 진짜 편지 감동 자신감 쇼 부끄럼 나 말 예의 가끔 사실 사이카 쿠스 오 애니 테 루하시 완벽 미소녀 연가 망상 나래 추억 보따리 흑역사 보따리 욕 걸 별로 선호 호숫가 가끔 나뭇잎 토롱 듯함 보 사람 글애 가끔 자학 때 어깨 알 못,ISFJ
시간 약속 정말 생각 그거 안 기분 화 못 그냥 편 만날 때 계속 친구 때 오늘 정말 기분 말 화 내야 생각 정작 친구 말 그냥 어어 다음 장난 정도 거 수 그것 번 계속 계속 건 정말 예의 생각 정말 내 시간 약속 생각 걸 자주 말 직설 좀 오라 말 친구 늦 때 때 상황 화 못 나 자신 도 화가 남 친구 제발 시간 약속 내 거 거 일찍 달라 제발 정시 늦 차라리 얼마나 늦 거 미리 말,ISFJ
나 프제 내 주위 프제 보기 배려 철철 움 자기 의도 그냥 츤데레 은근 츤츤 책임감 막 호구 다기 편 프제 알러뷰,ISFJ
모르거나 사람 성격 보이 친구 아주 사람 돌변 온갖 난리 법석 짐,ISFJ
진짜진짜 이이이이이이이이 이이이이이이이이 선 손절 안함 사람 몇번 인생 살다보면 한번 쯤 수 타협 몇번 기회 줌 나중 폭발 손절 결심 손절 사람 상처 굳이 말 안함 사람 모르거나 고작 일로 손절 생각 수도 나 타인 우선 적 일단 타인 부탁 편 내 좀 돈 디 이이이이이이이이 내 돈 무조건 직성 풀림 이성 은근 외모 여신 인성 정이 나락 친구 포함 말 말 전 머릿속 몇번 가상 시뮬레이션 돌림 말 때 얘 상처 말 집 혼자 말 걸 후회 이불 킥 사람 대해 굳이 미련 듯 핸드폰 충전기 스타일 혼자 걸 막상 노 스타일 번 집 충전 함 크게 자기 얘기 안 본인 고민 얘기 안함 무엇 대충 노력 파 완벽 대한 강박 랄 적극 움 또 라이 관심 관심 남 실수 수 생각 하나 본인 아주 실수 눈치 보이 속 눈치 자기 이용 건 아주 극혐극혐극혐극혐 굳이 먼저 연락 안함 난 연애 상처 유리 멘탈 비눗방울 멘탈 비눗방울 살짝 느낌 타인 고민 막상 내 고민 얘기 데 겉 속 멘탈 사람 성격 내 기준 남 스타일 탈 한번 불안 걱정 후회 어어어어 계속,ISFJ
일 때 최대한 때 함,ISFJ
투 말 못 조차 내 이미지 위해,ISFJ
일단 댓글 봄 고민 중간 정도 보고 댓 고민 음악 예의 나 각 개 짜증 중 보이 그거 자가 격리 머임 나 살 전세계 코로나 쓰기 시작 진진 카드 이름 마킹 시험 문제 더 신경 알람 강시 우리 관 건 뭐 사수 함 약속 시간 진짜 굳이 통화 안함 답장 뭐 칼임 복수 곡 때 배려 먼저 임 상대 간 쓸개 빼줌 이글 더 생각 안나 짜증 소심 걸 자책,ISFJ
일단 프제 주위 소리 잔 철저함 관심,ISFJ
정말 친구 나 말 예의 예고 차단 이건 제,ISFJ
프제 특 지금 댓글 하나 맞춤법 건 가독성 수 번 확인 게시 함 확인 게시 몇 분 뒤 일쑤 임,ISFJ
사람 만날 때 상대방 먼저 말 안 내 먼저 말 별로 안 애 몇 번 말 애 엠비티아이 로 듯함,ISFJ
댓글 구경 엔프피 나,ISFJ
첫인상 봄 나 안 또 친구 사이 인기 관심 은근 신경 편이 머 애가 거 기 대화 완전 둥이 사람 곳 또 내 불이익 거 또 말 편이 속 시뮬레이션 번 말함 바 글구 떼껄룩님 프제 염 기분 짐,ISFJ
전 인 피 프제 서로 낯 큐 진짜 가치관 등등 뭔가 서로 생각 게 예의 중시 처음 게 하하,ISFJ
최대한 남 고함 남 상처 본인 상처 고함 분위기 별로 막상 면 다른 사람 실수 게 고민 노래 중간 해프닝 남 먼저 연락 연락 어디,ISFJ
주관 특징 남 무슨 말 혹시 상대방 기분 상 걱정 함 전화 거 개인 연락 친구 몇 걱정 잔걱정 약속 개 임 약속 때 전 막상 놈 집 마음 짐 단둘 거 이성 뚝딱 거림 이건 개인 특징 계획 막상 건 별로 날 무조건 집 함,ISFJ
정 주변 사람 손절 손 절하 경우 나름 기준 잡고 선 옐로카드 숫자 셈 횟수 초과 감정 안 손 절하 맘 카운팅 나 다시 초기 프제 먼저 연락 손 절임 말 사람 관계 말,ISFJ
나 댓 좀 다른 부분 일단 볼 번 고민 내 사람 평생 내 사람 애 기분 플리 뭔가 눈물 남 핸드폰 무음 내 사람 티 별로 안 내 사람 선 연락 답장 함 난 보통 저녁 듯 사람 연락 달도 안 볼 수 인프피 이해 안 때 그것 과제 마무리 담당 선생님 심 전화 전화 말 안 함 플리 맘 때 다짐 듯 상처 안 인프피 짝사랑 중 위로 함 편지 선물 과정 칭찬 식 기분 안 계속 은근 프제 화이팅,ISFJ
나 난 개인 인간관계 스트레스 처럼 행동 눈치 개 계획 막상 상황 욕 예의 진짜 첫인상 정색 진짜 무서움 진심 안함 내적 손절 함 다른 사람 날 생각 시선 누 애 누 공부 애 누 또 라이 등등 자기 외모 시간 진짜 너 무 애교 거의 나 만 좀 화남 관심 안주 막상 부끄러움 자신 노력 파라 생각 함 사람 친구 좀 금 사빠 질임 사람 막상 생기 한순간 감정 식음 집 최고 놈 자기 생각 좀 이중인격 눈치 나 진짜 티 난 우리 엠비티아이 제일 남 눈치 보지 정도 생각 배려 거임 나 내 주변 더 우린 인간 애도 더,ISFJ
본인 생각 누구 손절 때 삼진아웃 제라 생각 생각 사람 경우 옐로카드 장 아웃 시킴 때 걸 내 건가 자책 시간 지나 객관 생각 내 마음 상 포인트 개 댓글 글 댓글 전 한번 더 검토 댓글 안 달리 뭐 잘못 다시 한번 더 검토 예정,ISFJ
약간 프제 폰 때 절전 모드 자주,ISFJ
남 테 자기 자신 테 나로 남 피해 갈등 거 함 남 눈치 보고 상대 평가 항상 신경 먼저 감동 내 바운 안 사람 약속 지킴 허세 허풍 선의 거짓말 편 눈치 척 함 상처 인간관계 손절 침 예의 사람 이상형 움 빚 거,ISFJ
준 보상 배 듯,ISFJ
중 관심 편 사람 도 구나 제 결론 분 내 실속 사람 절대 기적 또한 인간 자기 객관 스스로 기적 인간 명칭 기적 사람 자처 분 다른 유형 사람 배려 심 더 눈치 안보,ISFJ
진짜 자신감 가지 반 외향 저번 년도 이번 년도 해도 막상 가면 인사 자리 고민 친구 인사 뒤 달뒤 처음 내 말 함 배려 해주 말 또 침대 말 다시 상상 친구 생기 친구 성격 노력,ISFJ
그냥 댓글 특징 여기 특징 댓글 진짜 보임 엔프피 상한 특수문자 너 참고 난 엔프피,ISFJ
뭘 진짜 시작 시간 번 시작 끝 사 아예 시작,ISFJ
